学校,省份,城市,层次,性质,985,211,双一流
武汉警官职业学院,湖北,武汉,专科,公办,否,否,否
湖北生物科技职业学院,湖北,武汉,专科,公办,否,否,否
湖北艺术职业学院,湖北,武汉,专科,公办,否,否,否
武汉交通职业学院,湖北,武汉,专科,公办,否,否,否
咸宁职业技术学院,湖北,咸宁,专科,公办,否,否,否
长江工程职业技术学院,湖北,武汉,专科,公办,否,否,否
江汉艺术职业学院,湖北,潜江,专科,公办,否,否,否
武汉民政职业学院,湖北,武汉,专科,公办,否,否,否
湖北黄冈应急管理职业技术学院,湖北,黄冈,专科,公办,否,否,否
湖北财税职业学院,湖北,武汉,专科,公办,否,否,否
湖北国土资源职业学院,湖北,武汉,专科,公办,否,否,否
湖北生态工程职业技术学院,湖北,武汉,专科,公办,否,否,否
三峡电力职业学院,湖北,宜昌,专科,公办,否,否,否
湖北科技职业学院,湖北,武汉,专科,公办,否,否,否
湖北青年职业学院,湖北,武汉,专科,公办,否,否,否
湖北工程职业学院,湖北,黄石,专科,公办,否,否,否
三峡旅游职业技术学院,湖北,宜昌,专科,公办,否,否,否
天门职业学院,湖北,天门,专科,公办,否,否,否
湖北体育职业学院,湖北,武汉,专科,公办,否,否,否
襄阳汽车职业技术学院,湖北,襄阳,专科,公办,否,否,否
湖北幼儿师范高等专科学校,湖北,武汉,专科,公办,否,否,否
湖北铁道运输职业学院,湖北,武汉,专科,公办,否,否,否
武汉海事职业学院,湖北,武汉,专科,公办,否,否,否
荆门职业学院,湖北,荆门,专科,公办,否,否,否
武汉铁路桥梁职业学院,湖北,武汉,专科,公办,否,否,否
襄阳科技职业学院,湖北,襄阳,专科,公办,否,否,否
宜昌科技职业学院,湖北,宜昌,专科,公办,否,否,否
武汉工贸职业学院,湖北,武汉,专科,民办,否,否,否
湖北开放职业学院,湖北,武汉,专科,民办,否,否,否
武汉科技职业学院,湖北,武汉,专科,民办,否,否,否
武汉外语外事职业学院,湖北,武汉,专科,民办,否,否,否
武汉信息传播职业技术学院,湖北,武汉,专科,民办,否,否,否
武昌职业学院,湖北,武汉,专科,民办,否,否,否
武汉商贸职业学院,湖北,武汉,专科,民办,否,否,否
黄冈科技职业学院,湖北,黄冈,专科,民办,否,否,否
长江艺术工程职业学院,湖北,荆州,专科,民办,否,否,否
武汉光谷职业学院,湖北,武汉,专科,民办,否,否,否
湖北健康职业学院,湖北,咸宁,专科,民办,否,否,否
湖北孝感美珈职业学院,湖北,孝感,专科,民办,否,否,否
湘中幼儿师范高等专科学校,湖南,邵阳,专科,公办,否,否,否
长沙民政职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南工业职业技术学院,湖南,长沙,专科,公办,否,否,否
株洲师范高等专科学校,湖南,株洲,专科,公办,否,否,否
湖南信息职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南税务高等专科学校,湖南,长沙,专科,公办,否,否,否
湖南冶金职业技术学院,湖南,株洲,专科,公办,否,否,否
长沙航空职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南大众传媒职业技术学院,湖南,长沙,专科,公办,否,否,否
永州职业技术学院,湖南,永州,专科,公办,否,否,否
湖南铁道职业技术学院,湖南,株洲,专科,公办,否,否,否
湖南科技职业学院,湖南,长沙,专科,公办,否,否,否
湖南生物机电职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南交通职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南商务职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南体育职业学院,湖南,长沙,专科,公办,否,否,否
湖南工程职业技术学院,湖南,长沙,专科,公办,否,否,否
保险职业学院,湖南,长沙,专科,公办,否,否,否
湖南外贸职业学院,湖南,长沙,专科,公办,否,否,否
湖南网络工程职业学院,湖南,长沙,专科,公办,否,否,否
邵阳职业技术学院,湖南,邵阳,专科,公办,否,否,否
湖南司法警官职业学院,湖南,长沙,专科,公办,否,否,否
长沙商贸旅游职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南环境生物职业技术学院,湖南,衡阳,专科,公办,否,否,否
湖南邮电职业技术学院,湖南,长沙,专科,公办,否,否,否
湘潭医卫职业技术学院,湖南,湘潭,专科,公办,否,否,否
郴州职业技术学院,湖南,郴州,专科,公办,否,否,否
娄底职业技术学院,湖南,娄底,专科,公办,否,否,否
张家界航空工业职业技术学院,湖南,张家界,专科,公办,否,否,否
长沙环境保护职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南艺术职业学院,湖南,长沙,专科,公办,否,否,否
湖南机电职业技术学院,湖南,长沙,专科,公办,否,否,否
长沙职业技术学院,湖南,长沙,专科,公办,否,否,否
怀化职业技术学院,湖南,怀化,专科,公办,否,否,否
岳阳职业技术学院,湖南,岳阳,专科,公办,否,否,否
常德职业技术学院,湖南,常德,专科,公办,否,否,否
湖南化工职业技术学院,湖南,株洲,专科,公办,否,否,否
湖南城建职业技术学院,湖南,湘潭,专科,公办,否,否,否
湖南石油化工职业技术学院,湖南,岳阳,专科,公办,否,否,否
湖南中医药高等专科学校,湖南,株洲,专科,公办,否,否,否
湖南民族职业学院,湖南,岳阳,专科,公办,否,否,否
湘西民族职业技术学院,湖南,湘西,专科,公办,否,否,否
湖南财经工业职业技术学院,湖南,衡阳,专科,公办,否,否,否
益阳职业技术学院,湖南,益阳,专科,公办,否,否,否
湖南工艺美术职业学院,湖南,益阳,专科,公办,否,否,否
湖南九嶷职业技术学院,湖南,永州,专科,公办,否,否,否
湖南理工职业技术学院,湖南,湘潭,专科,公办,否,否,否
湖南汽车工程职业学院,湖南,株洲,专科,公办,否,否,否
长沙电力职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南水利水电职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南现代物流职业技术学院,湖南,长沙,专科,公办,否,否,否
湖南高速铁路职业技术学院,湖南,衡阳,专科,公办,否,否,否
湖南铁路科技职业技术学院,湖南,株洲,专科,公办,否,否,否
湖南安全技术职业学院,湖南,长沙,专科,公办,否,否,否
湖南电气职业技术学院,湖南,湘潭,专科,公办,否,否,否
益阳医学高等专科学校,湖南,益阳,专科,公办,否,否,否
湖南国防工业职业技术学院,湖南,湘潭,专科,公办,否,否,否
长沙卫生职业学院,湖南,长沙,专科,公办,否,否,否
湖南食品药品职业学院,湖南,长沙,专科,公办,否,否,否
湖南有色金属职业技术学院,湖南,株洲,专科,公办,否,否,否
湖南幼儿师范高等专科学校,湖南,常德,专科,公办,否,否,否
湘南幼儿师范高等专科学校,湖南,郴州,专科,公办,否,否,否
湖南劳动人事职业学院,湖南,长沙,专科,公办,否,否,否
怀化师范高等专科学校,湖南,怀化,专科,公办,否,否,否
永州师范高等专科学校,湖南,永州,专科,公办,否,否,否
衡阳幼儿师范高等专科学校,湖南,衡阳,专科,公办,否,否,否
长沙幼儿师范高等专科学校,湖南,长沙,专科,公办,否,否,否
益阳师范高等专科学校,湖南,益阳,专科,公办,否,否,否
娄底幼儿师范高等专科学校,湖南,娄底,专科,公办,否,否,否
常德科技职业技术学院,湖南,常德,专科,公办,否,否,否
邵阳工业职业技术学院,湖南,邵阳,专科,公办,否,否,否
长沙南方职业学院,湖南,长沙,专科,民办,否,否,否
潇湘职业学院,湖南,娄底,专科,民办,否,否,否
湖南外国语职业学院,湖南,长沙,专科,民办,否,否,否
湖南都市职业学院,湖南,长沙,专科,民办,否,否,否
湖南电子科技职业学院,湖南,长沙,专科,民办,否,否,否
湖南高尔夫旅游职业学院,湖南,常德,专科,民办,否,否,否
湖南工商职业学院,湖南,衡阳,专科,民办,否,否,否
湖南三一工业职业技术学院,湖南,长沙,专科,民办,否,否,否
湖南吉利汽车职业技术学院,湖南,湘潭,专科,民办,否,否,否
长沙轨道交通职业学院,湖南,长沙,专科,民办,否,否,否
长沙文创艺术职业学院,湖南,长沙,专科,民办,否,,否
岳阳现代服务职业学院,湖南,岳阳,专科,民办,否,否,否
郴州思科职业学院,湖南,郴州,专科,民办,否,否,否
衡阳科技职业学院,湖南,衡阳,专科,民办,否,否,否
长春师范高等专科学校,吉林,长春,专科,公办,否,否,否
辽源职业技术学院,吉林,辽源,专科,公办,否,否,否
四平职业大学,吉林,四平,专科,公办,否,否,否
长春金融高等专科学校,吉林,长春,专科,公办,否,否,否
长春医学高等专科学校,吉林,长春,专科,公办,否,否,否
吉林交通职业技术学院,吉林,长春,专科,公办,否,否,否
吉林司法警官职业学院,吉林,长春,专科,公办,否,否,否
吉林电子信息职业技术学院,吉林,吉林市,专科,公办,否,否,否
吉林工业职业技术学院,吉林,吉林市,专科,公办,否,否,否
吉林工程职业学院,吉林,四平,专科,公办,否,否,否
长春职业技术学院,吉林,长春,专科,公办,否,否,否
白城医学高等专科学校,吉林,白城,专科,公办,否,否,否
松原职业技术学院,吉林,松原,专科,公办,否,否,否
吉林铁道职业技术学院,吉林,吉林市,专科,公办,否,否,否
白城职业技术学院,吉林,白城,专科,公办,否,否,否
长白山职业技术学院,吉林,白山,专科,公办,否,否,否
延边职业技术学院,吉林,延边,专科,公办,否,否,否
吉林水利电力职业学院,吉林,长春,专科,公办,否,否,否
吉林通用航空职业技术学院,吉林,吉林市,专科,公办,否,否,否
通化医药健康职业学院,吉林,通化,专科,公办,否,否,否
长春东方职业学院,吉林,长春,专科,民办,否,否,否
长春信息技术职业学院,吉林,长春,专科,民办,否,否,否
吉林科技职业技术学院,吉林,长春,专科,民办,否,否,否
吉林城市职业技术学院,吉林,长春,专科,民办,否,否,否
吉林职业技术学院,吉林,延边,专科,民办,否,否,否
长春健康职业学院,吉林,长春,专科,民办,否,否,否
长春早期教育职业学院,吉林,长春,专科,民办,否,否,否
梅河口康美职业技术学院,吉林,通化,专科,民办,否,否,否
长春数字科技职业学院,吉林,长春,专科,民办,否,否,否
盐城幼儿师范高等专科学校,江苏,盐城,专科,公办,否,否,否
苏州幼儿师范高等专科学校,江苏,苏州,专科,公办,否,否,否
无锡职业技术学院,江苏,无锡,专科,公办,否,否,否
江苏建筑职业技术学院,江苏,徐州,专科,公办,否,否,否
江苏工程职业技术学院,江苏,南通,专科,公办,否,否,否
苏州工艺美术职业技术学院,江苏,苏州,专科,公办,否,否,否
连云港职业技术学院,江苏,连云港,专科,公办,否,否,否
镇江市高等专科学校,江苏,镇江,专科,公办,否,否,否
南通职业大学,江苏,南通,专科,公办,否,否,否
苏州市职业大学,江苏,苏州,专科,公办,否,否,否
沙洲职业工学院,江苏,苏州,专科,公办,否,否,否
扬州市职业大学,江苏,扬州,专科,公办,否,否,否
连云港师范高等专科学校,江苏,连云港,专科,公办,否,否,否
江苏经贸职业技术学院,江苏,南京,专科,公办,否,否,否
泰州职业技术学院,江苏,泰州,专科,公办,否,否,否
常州信息职业技术学院,江苏,常州,专科,公办,否,否,否
江苏联合职业技术学院,江苏,南京,专科,公办,否,否,否
江苏海事职业技术学院,江苏,南京,专科,公办,否,否,否
无锡科技职业学院,江苏,无锡,专科,公办,否,否,否
江苏医药职业学院,江苏,盐城,专科,公办,否,否,否
扬州环境资源职业技术学院,江苏,扬州,专科,公办,否,否,否
南通科技职业学院,江苏,南通,专科,公办,否,否,否
苏州经贸职业技术学院,江苏,苏州,专科,公办,否,否,否
苏州工业职业技术学院,江苏,苏州,专科,公办,否,否,否
苏州卫生职业技术学院,江苏,苏州,专科,公办,否,否,否
无锡商业职业技术学院,江苏,无锡,专科,公办,否,否,否
江苏航运职业技术学院,江苏,南通,专科,公办,否,否,否
南京交通职业技术学院,江苏,南京,专科,公办,否,否,否
江苏电子信息职业学院,江苏,淮安,专科,公办,否,否,否
江苏农牧科技职业学院,江苏,泰州,专科,公办,否,否,否
常州纺织服装职业技术学院,江苏,常州,专科,公办,否,否,否
苏州农业职业技术学院,江苏,苏州,专科,公办,否,否,否
苏州工业园区职业技术学院,江苏,苏州,专科,公办,否,否,否
南京科技职业学院,江苏,南京,专科,公办,否,否,否
常州工业职业技术学院,江苏,常州,专科,公办,否,否,否
常州工程职业技术学院,江苏,常州,专科,公办,否,否,否
江苏农林职业技术学院,江苏,镇江,专科,公办,否,否,否
江苏食品药品职业技术学院,江苏,淮安,专科,公办,否,否,否
南京铁道职业技术学院,江苏,南京,专科,公办,否,否,否
徐州工业职业技术学院,江苏,徐州,专科,公办,否,否,否
江苏信息职业技术学院,江苏,无锡,专科,公办,否,否,否
宿迁职业技术学院,江苏,宿迁,专科,公办,否,否,否
南京信息职业技术学院,江苏,南京,专科,公办,否,否,否
